12.9156634,77.5190908,[    0.86814],2025-01-15 15:50:15,10.083000183105469,761.3999633789062,pothole_detected_20250115_155015.jpg
12.9156634,77.5190908,[    0.73183],2025-01-15 15:50:15,10.083000183105469,761.3999633789062,pothole_detected_20250115_155015.jpg
12.9156634,77.5190908,[    0.45624],2025-01-15 15:50:15,10.083000183105469,761.3999633789062,pothole_detected_20250115_155015.jpg
12.915462,77.5190699,[    0.86814],2025-01-15 22:25:10,176.56700134277344,761.3999633789062,pothole_detected_20250115_222509.jpg
12.915462,77.5190699,[    0.73183],2025-01-15 22:25:10,176.56700134277344,761.3999633789062,pothole_detected_20250115_222509.jpg
12.915462,77.5190699,[    0.45624],2025-01-15 22:25:10,176.56700134277344,761.3999633789062,pothole_detected_20250115_222509.jpg
12.9412817,77.5657165,[    0.76856],2025-01-16 14:15:15,500.0,866.5999755859375,pothole_detected_20250116_141515.jpg
12.9412817,77.5657165,[    0.51425],2025-01-16 14:15:15,500.0,866.5999755859375,pothole_detected_20250116_141515.jpg
12.9412817,77.5657165,[    0.39893],2025-01-16 14:15:15,500.0,866.5999755859375,pothole_detected_20250116_141515.jpg
12.940794444444444,77.56542222222222,0.7692564725875854,2025-01-16 14:45:20,annotated_images/annotated_20250116_144520.jpg
12.940794444444444,77.56542222222222,0.33636510372161865,2025-01-16 14:45:20,annotated_images/annotated_20250116_144520.jpg
12.9418465,77.5653704,[    0.76856],2025-01-16 16:20:35,500.0,853.8999633789062,pothole_detected_20250116_162035.jpg
12.9418465,77.5653704,[    0.51425],2025-01-16 16:20:35,500.0,853.8999633789062,pothole_detected_20250116_162035.jpg
12.9418465,77.5653704,[    0.39893],2025-01-16 16:20:35,500.0,853.8999633789062,pothole_detected_20250116_162035.jpg
12.9145466,77.5187292,[    0.76856],2025-02-14 10:32:07,500.0,762.0999755859375,pothole_detected_20250214_103207.jpg
12.9145466,77.5187292,[    0.51425],2025-02-14 10:32:07,500.0,762.0999755859375,pothole_detected_20250214_103207.jpg
12.9145466,77.5187292,[    0.39893],2025-02-14 10:32:07,500.0,762.0999755859375,pothole_detected_20250214_103207.jpg
12.9155986,77.5191349,[    0.76856],2025-02-14 10:34:28,275.239990234375,762.0999755859375,pothole_detected_20250214_103428.jpg
12.9155986,77.5191349,[    0.51425],2025-02-14 10:34:28,275.239990234375,762.0999755859375,pothole_detected_20250214_103428.jpg
12.9155986,77.5191349,[    0.39893],2025-02-14 10:34:28,275.239990234375,762.0999755859375,pothole_detected_20250214_103428.jpg
12.9171571,77.5171267,[    0.76856],2025-02-14 10:36:29,500.0,762.0999755859375,pothole_detected_20250214_103629.jpg
12.9171571,77.5171267,[    0.51425],2025-02-14 10:36:29,500.0,762.0999755859375,pothole_detected_20250214_103629.jpg
12.9171571,77.5171267,[    0.39893],2025-02-14 10:36:29,500.0,762.0999755859375,pothole_detected_20250214_103629.jpg
12.9170451,77.517333,[    0.76856],2025-02-14 10:38:10,500.0,762.0999755859375,pothole_detected_20250214_103810.jpg
12.9170451,77.517333,[    0.51425],2025-02-14 10:38:10,500.0,762.0999755859375,pothole_detected_20250214_103810.jpg
12.9170451,77.517333,[    0.39893],2025-02-14 10:38:10,500.0,762.0999755859375,pothole_detected_20250214_103810.jpg
